seed,parameter,parameter_label,objective,cell,parameter_value,loss,analytic_gradient,psth_sse,cv_squared_error,firing_rate_hz,spike_count,sim_cv,cv_valid,numerical_slope,left_secant,right_secant,is_interior,update_nonzero,secants_consistent,cv_stencil_valid,cv_stencil_invalid,seed_qualified,seed_aligned
456,rel_ref_c,Relative refractory c,CV squared error,1,0.2800000011920929,0.0988266468048095,-10811.068359375,4636.0,0.0988266468048095,44.12603603905909,1315.0,1.0140111446380615,True,-0.10646912147085164,-0.14036633388026817,-0.07257190274758694,True,True,True,True,False,True,True
456,rel_ref_c,Relative refractory c,CV squared error,1,0.3600000143051147,0.0930208936333656,-10267.2763671875,4578.0,0.0930208936333656,44.39448340659709,1323.0,1.023384928703308,True,-0.0683873891527691,-0.07257190274758694,-0.06420287711680382,True,True,True,True,False,True,True
456,rel_ref_c,Relative refractory c,CV squared error,1,0.4399999976158142,0.0878846645355224,-9928.5810546875,4614.0,0.0878846645355224,44.46159524848159,1325.0,1.0319247245788574,True,-0.06030356838181539,-0.06420287711680382,-0.05640425964682681,True,True,True,True,False,True,True
456,rel_ref_c,Relative refractory c,CV squared error,1,0.5199999809265137,0.0833723247051239,-9497.9912109375,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,-0.02820214032952373,-0.05640425964682681,0.0,True,True,False,True,False,False,True
456,rel_ref_c,Relative refractory c,CV squared error,1,0.6000000238418579,0.0833723247051239,-9497.9912109375,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,1,0.6800000071525574,0.0833723247051239,-9497.9912109375,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,1,0.7599999904632568,0.0833723247051239,-9497.9912109375,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,1,0.8399999737739563,0.0833723247051239,-9497.9912109375,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,1,0.9200000166893004,0.0833723247051239,-9497.9912109375,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,1,1.0,0.0833723247051239,-9497.9912109375,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,0.0,0.0,,False,True,False,False,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,2,0.2000000029802322,0.3578607439994812,-15716.46484375,1431.0,0.3578607439994812,17.449078889970135,520.0,0.602094292640686,True,0.00820718723998637,,0.00820718723998637,False,True,False,False,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,2,0.2800000011920929,0.3585173189640045,-15177.3701171875,1422.0,0.3585173189640045,17.482634810912383,521.0,0.6015457510948181,True,0.004162639838223292,0.00820718723998637,0.0001180916831045075,True,True,True,True,False,True,False
456,rel_ref_c,Relative refractory c,CV squared error,2,0.3600000143051147,0.3585267663002014,-14925.3642578125,1408.0,0.3585267663002014,17.482634810912383,521.0,0.6015378832817078,True,-0.0008322302253005454,0.0001180916831045075,-0.0017825517796833043,True,True,False,True,False,False,True
456,rel_ref_c,Relative refractory c,CV squared error,2,0.4399999976158142,0.3583841621875763,-14758.01171875,1412.0,0.3583841621875763,17.482634810912383,521.0,0.601656973361969,True,-0.000904686937714061,-0.0017825517796833043,-2.6822095744450994e-05,True,True,True,True,False,True,True
456,rel_ref_c,Relative refractory c,CV squared error,2,0.5199999809265137,0.3583820164203644,-14669.3095703125,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,-1.3411052868228523e-05,-2.6822095744450994e-05,0.0,True,True,False,True,False,False,True
