seed,row_index,row_kind,grid_index,parameter,parameter_label,objective,cell,checkpoint_batch_zero_based,parameter_value,loss,psth_sse,cv_squared_error,analytic_gradient,firing_rate_hz,spike_count,sim_cv,cv_valid
456,105,grid,9,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,1,6,0.04286160692572594,4712.0,4712.0,0.08162957429885864,-257.837646484375,44.595818932250594,1329.0,1.0426692962646484,True
456,105,grid,9,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,2,3,0.04286160692572594,1426.0,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,105,grid,9,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,7,3,0.04286160692572594,2771.0,2771.0,0.39840930700302124,5563.89697265625,15.133720344954867,451.0,1.0696280002593994,True
456,106,grid,10,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,1,6,0.06507427990436554,4660.0,4660.0,0.0833723247051239,-29.937721252441406,44.595818932250594,1329.0,1.0396355390548706,True
456,106,grid,10,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,2,3,0.06507427990436554,1426.0,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,106,grid,10,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,7,3,0.06507427990436554,2761.0,2761.0,0.3983408510684967,2267.698974609375,14.395490084225361,429.0,1.069682240486145,True
456,107,grid,11,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,1,6,0.0987984910607338,4654.0,4654.0,0.08404204994440079,277.02996826171875,44.595818932250594,1329.0,1.038478136062622,True
456,107,grid,11,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,2,3,0.0987984910607338,1426.0,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,107,grid,11,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,7,3,0.0987984910607338,2894.0,2894.0,0.4654548466205597,3822.2509765625,13.959263111976107,416.0,1.0185822248458862,True
456,108,grid,12,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,1,6,0.15000000596046448,4648.0,4648.0,0.08479385077953339,211.38816833496094,44.595818932250594,1329.0,1.0371843576431274,True
456,108,grid,12,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,2,3,0.15000000596046448,1426.0,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,108,grid,12,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,7,3,0.15000000596046448,3021.0,3021.0,0.5100820660591125,3126.408447265625,13.321700614073352,397.0,0.9866244196891785,True
456,109,checkpoint_baseline,-1,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,1,6,0.05735066160559654,4660.0,4660.0,0.0833723247051239,-38.73643112182617,44.595818932250594,1329.0,1.0396355390548706,True
456,109,checkpoint_baseline,-1,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,2,3,0.03088780865073204,1426.0,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,109,checkpoint_baseline,-1,sonoff_ron_gSYN,sonoff -> ron gSYN,PSTH SSE,7,3,0.035883836448192596,2790.0,2790.0,0.3655545115470886,14651.4501953125,15.435723633435119,460.0,1.096213698387146,True
456,110,grid,0,abs_ref,Absolute refractory period (ms),CV squared error,1,6,0.0,0.0833723247051239,4660.0,0.0833723247051239,2.381070613861084,44.595818932250594,1329.0,1.0396355390548706,True
456,110,grid,0,abs_ref,Absolute refractory period (ms),CV squared error,2,3,0.0,0.11310399323701859,1543.0,0.11310399323701859,0.07137548178434372,19.32821046273615,576.0,0.8639995455741882,True
456,110,grid,0,abs_ref,Absolute refractory period (ms),CV squared error,7,3,0.0,0.3655545115470886,2790.0,0.3655545115470886,0.5940557718276978,15.435723633435119,460.0,1.096213698387146,True
456,111,grid,1,abs_ref,Absolute refractory period (ms),CV squared error,1,6,0.5,0.1816103458404541,4132.0,0.1816103458404541,2.5017056465148926,42.515351833831076,1267.0,0.9022205471992493,True
456,111,grid,1,abs_ref,Absolute refractory period (ms),CV squared error,2,3,0.5,0.21806897222995758,1430.0,0.21806897222995758,0.08124499022960663,18.35508875541089,547.0,0.7333303689956665,True
456,111,grid,1,abs_ref,Absolute refractory period (ms),CV squared error,7,3,0.5,0.5410519242286682,2659.0,0.5410519242286682,0.4203682541847229,14.462601926109862,431.0,0.9652624130249023,True
456,112,grid,2,abs_ref,Absolute refractory period (ms),CV squared error,1,6,1.0,0.24530614912509918,4094.0,0.24530614912509918,1.6357319355010986,41.038891312372066,1223.0,0.8330942988395691,True
456,112,grid,2,abs_ref,Absolute refractory period (ms),CV squared error,2,3,1.0,0.3092649281024933,1422.0,0.3092649281024933,0.03912831470370293,17.549746652796884,523.0,0.6441929936408997,True
456,112,grid,2,abs_ref,Absolute refractory period (ms),CV squared error,7,3,1.0,0.6427175402641296,2541.0,0.6427175402641296,0.31768402457237244,13.724371665380355,409.0,0.8991280794143677,True
456,113,grid,3,abs_ref,Absolute refractory period (ms),CV squared error,1,6,2.0,0.34696057438850403,3982.0,0.34696057438850403,0.41925743222236633,39.696654474682056,1183.0,0.739344596862793,True
456,113,grid,3,abs_ref,Absolute refractory period (ms),CV squared error,2,3,2.0,0.34673431515693665,1367.0,0.34673431515693665,0.01022250298410654,17.381967048085635,518.0,0.6114674210548401,True
456,113,grid,3,abs_ref,Absolute refractory period (ms),CV squared error,7,3,2.0,0.7701659798622131,2501.0,0.7701659798622131,0.08484838902950287,13.187476930304351,393.0,0.8232337236404419,True
456,114,grid,4,abs_ref,Absolute refractory period (ms),CV squared error,1,6,3.0,0.4019848704338074,3903.0,0.4019848704338074,0.3415147662162781,38.9248682930103,1160.0,0.6943554282188416,True
456,114,grid,4,abs_ref,Absolute refractory period (ms),CV squared error,2,3,3.0,0.3509480059146881,1410.0,0.3509480059146881,0.0033329285215586424,17.549746652796884,523.0,0.6079002618789673,True
456,114,grid,4,abs_ref,Absolute refractory period (ms),CV squared error,7,3,3.0,0.784557580947876,2463.0,0.784557580947876,0.015930067747831345,13.12036508841985,391.0,0.8150721788406372,True
456,115,grid,5,abs_ref,Absolute refractory period (ms),CV squared error,1,6,4.0,0.43516960740089417,3988.0,0.43516960740089417,0.29472461342811584,38.42152947887654,1145.0,0.6687043309211731,True
456,115,grid,5,abs_ref,Absolute refractory period (ms),CV squared error,2,3,4.0,0.36192813515663147,1443.0,0.36192813515663147,0.00161185662727803,17.449078889970135,520.0,0.5987042784690857,True
456,115,grid,5,abs_ref,Absolute refractory period (ms),CV squared error,7,3,4.0,0.8103426694869995,2477.0,0.8103426694869995,-2.0158264305791818e-05,13.12036508841985,391.0,0.8006343841552734,True
456,116,grid,6,abs_ref,Absolute refractory period (ms),CV squared error,1,6,5.0,0.4849384129047394,3932.0,0.4849384129047394,0.10208607465028763,37.81752290191604,1127.0,0.6320030093193054,True
456,116,grid,6,abs_ref,Absolute refractory period (ms),CV squared error,2,3,5.0,0.3786316514015198,1417.0,0.3786316514015198,0.0028235195204615593,17.381967048085635,518.0,0.5849784016609192,True
456,116,grid,6,abs_ref,Absolute refractory period (ms),CV squared error,7,3,5.0,0.8046741485595703,2483.0,0.8046741485595703,0.008191702887415886,13.187476930304351,393.0,0.803788423538208,True
456,117,grid,7,abs_ref,Absolute refractory period (ms),CV squared error,1,6,7.5,0.550770103931427,4130.0,0.550770103931427,0.3761957287788391,37.14640448307104,1107.0,0.5862393379211426,True
456,117,grid,7,abs_ref,Absolute refractory period (ms),CV squared error,2,3,7.5,0.4189448356628418,1382.0,0.4189448356628418,0.0017200078582391143,17.01285191772088,507.0,0.5530494451522827,True
456,117,grid,7,abs_ref,Absolute refractory period (ms),CV squared error,7,3,7.5,0.8086009621620178,2476.0,0.8086009621620178,-0.0005300297634676099,13.0868091674776,390.0,0.801602303981781,True
456,118,grid,8,abs_ref,Absolute refractory period (ms),CV squared error,1,6,10.0,0.6502374410629272,4204.0,0.6502374410629272,0.1718607097864151,36.27395053857253,1081.0,0.5220052003860474,True
456,118,grid,8,abs_ref,Absolute refractory period (ms),CV squared error,2,3,10.0,0.4446728229522705,1435.0,0.4446728229522705,0.0027051817160099745,16.71084862924063,498.0,0.5334709882736206,True
456,118,grid,8,abs_ref,Absolute refractory period (ms),CV squared error,7,3,10.0,0.8360159397125244,2540.0,0.8360159397125244,0.0014739178586751223,13.0196973255931,388.0,0.7864856719970703,True
456,119,grid,9,abs_ref,Absolute refractory period (ms),CV squared error,1,6,15.0,0.8333887457847595,4427.0,0.8333887457847595,0.3667043447494507,34.092815677326264,1016.0,0.41547688841819763,True
456,119,grid,9,abs_ref,Absolute refractory period (ms),CV squared error,2,3,15.0,0.5191130042076111,1344.0,0.5191130042076111,0.004367177840322256,16.341733498875875,487.0,0.47981393337249756,True
456,119,grid,9,abs_ref,Absolute refractory period (ms),CV squared error,7,3,15.0,0.8355998396873474,2632.0,0.8355998396873474,0.14031797647476196,12.885473641824099,384.0,0.7867132425308228,True
456,120,grid,10,abs_ref,Absolute refractory period (ms),CV squared error,1,6,25.0,1.1476774215698242,5368.0,1.1476774215698242,0.4365268051624298,28.086305828663466,837.0,0.25708118081092834,True
456,120,grid,10,abs_ref,Absolute refractory period (ms),CV squared error,2,3,25.0,0.6895151734352112,1272.0,0.6895151734352112,0.006593542173504829,15.67061508003087,467.0,0.3699384331703186,True
456,120,grid,10,abs_ref,Absolute refractory period (ms),CV squared error,7,3,25.0,1.019708514213562,2702.0,1.019708514213562,0.0194760262966156,11.945907855441092,356.0,0.6910185217857361,True
456,121,checkpoint_baseline,-1,abs_ref,Absolute refractory period (ms),CV squared error,1,6,0.0,0.0833723247051239,4660.0,0.0833723247051239,2.381070613861084,44.595818932250594,1329.0,1.0396355390548706,True
456,121,checkpoint_baseline,-1,abs_ref,Absolute refractory period (ms),CV squared error,2,3,3.6539320945739746,0.3583820164203644,1426.0,0.3583820164203644,0.003832935355603695,17.482634810912383,521.0,0.6016587615013123,True
456,121,checkpoint_baseline,-1,abs_ref,Absolute refractory period (ms),CV squared error,7,3,0.0,0.3655545115470886,2790.0,0.3655545115470886,0.5940557718276978,15.435723633435119,460.0,1.096213698387146,True
456,122,grid,0,rel_ref_a,Relative refractory a,CV squared error,1,6,0.0010000000474974513,0.0833723247051239,4660.0,0.0833723247051239,-841945.0,44.595818932250594,1329.0,1.0396355390548706,True
456,122,grid,0,rel_ref_a,Relative refractory a,CV squared error,2,3,0.0010000000474974513,1.0785764455795288,2023.0,1.0785764455795288,-8097.35205078125,1.946243414650515,58.0,0.1617634892463684,True
456,122,grid,0,rel_ref_a,Relative refractory a,CV squared error,7,3,0.0010000000474974513,0.4323856234550476,2613.0,0.4323856234550476,-1668504.0,14.999496661185866,447.0,1.043264389038086,True
456,123,grid,1,rel_ref_a,Relative refractory a,CV squared error,1,6,0.05000000074505806,0.0833723247051239,4660.0,0.0833723247051239,-12311.0234375,44.595818932250594,1329.0,1.0396355390548706,True
456,123,grid,1,rel_ref_a,Relative refractory a,CV squared error,2,3,0.05000000074505806,0.4442766308784485,1361.0,0.4442766308784485,-46876.32421875,16.97929599677863,506.0,0.5337681174278259,True
456,123,grid,1,rel_ref_a,Relative refractory a,CV squared error,7,3,0.05000000074505806,0.36118805408477783,2700.0,0.36118805408477783,-11981.9326171875,15.368611791550618,458.0,1.0998355150222778,True
456,124,grid,2,rel_ref_a,Relative refractory a,CV squared error,1,6,0.10000000149011612,0.0833723247051239,4660.0,0.0833723247051239,-4380.22314453125,44.595818932250594,1329.0,1.0396355390548706,True
456,124,grid,2,rel_ref_a,Relative refractory a,CV squared error,2,3,0.10000000149011612,0.36216068267822266,1438.0,0.36216068267822266,-9319.916015625,17.482634810912383,521.0,0.5985110402107239,True
456,124,grid,2,rel_ref_a,Relative refractory a,CV squared error,7,3,0.10000000149011612,0.36942243576049805,2735.0,0.36942243576049805,-8562.3310546875,15.402167712492869,459.0,1.093023419380188,True
456,125,grid,3,rel_ref_a,Relative refractory a,CV squared error,1,6,0.25,0.0833723247051239,4660.0,0.0833723247051239,-399.83880615234375,44.595818932250594,1329.0,1.0396355390548706,True
456,125,grid,3,rel_ref_a,Relative refractory a,CV squared error,2,3,0.25,0.3583820164203644,1426.0,0.3583820164203644,-8.697198867797852,17.482634810912383,521.0,0.6016587615013123,True
456,125,grid,3,rel_ref_a,Relative refractory a,CV squared error,7,3,0.25,0.3655545115470886,2790.0,0.3655545115470886,-1288.3660888671875,15.435723633435119,460.0,1.096213698387146,True
456,126,grid,4,rel_ref_a,Relative refractory a,CV squared error,1,6,0.5,0.0833723247051239,4660.0,0.0833723247051239,-21.352859497070312,44.595818932250594,1329.0,1.0396355390548706,True
456,126,grid,4,rel_ref_a,Relative refractory a,CV squared error,2,3,0.5,0.3583820164203644,1426.0,0.3583820164203644,-5.654914869701599e-10,17.482634810912383,521.0,0.6016587615013123,True
456,126,grid,4,rel_ref_a,Relative refractory a,CV squared error,7,3,0.5,0.3655545115470886,2790.0,0.3655545115470886,-70.84269714355469,15.435723633435119,460.0,1.096213698387146,True
456,127,grid,5,rel_ref_a,Relative refractory a,CV squared error,1,6,1.0,0.0833723247051239,4660.0,0.0833723247051239,-0.30645740032196045,44.595818932250594,1329.0,1.0396355390548706,True
456,127,grid,5,rel_ref_a,Relative refractory a,CV squared error,2,3,1.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,127,grid,5,rel_ref_a,Relative refractory a,CV squared error,7,3,1.0,0.3655545115470886,2790.0,0.3655545115470886,-0.8120282888412476,15.435723633435119,460.0,1.096213698387146,True
456,128,grid,6,rel_ref_a,Relative refractory a,CV squared error,1,6,2.0,0.0833723247051239,4660.0,0.0833723247051239,-0.0018946975469589233,44.595818932250594,1329.0,1.0396355390548706,True
456,128,grid,6,rel_ref_a,Relative refractory a,CV squared error,2,3,2.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,128,grid,6,rel_ref_a,Relative refractory a,CV squared error,7,3,2.0,0.3655545115470886,2790.0,0.3655545115470886,-0.005770242772996426,15.435723633435119,460.0,1.096213698387146,True
456,129,grid,7,rel_ref_a,Relative refractory a,CV squared error,1,6,4.0,0.0833723247051239,4660.0,0.0833723247051239,-1.9744777091545984e-05,44.595818932250594,1329.0,1.0396355390548706,True
456,129,grid,7,rel_ref_a,Relative refractory a,CV squared error,2,3,4.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,129,grid,7,rel_ref_a,Relative refractory a,CV squared error,7,3,4.0,0.3655545115470886,2790.0,0.3655545115470886,-9.210399002768099e-05,15.435723633435119,460.0,1.096213698387146,True
456,130,grid,8,rel_ref_a,Relative refractory a,CV squared error,1,6,6.0,0.0833723247051239,4660.0,0.0833723247051239,-3.5800965747512237e-07,44.595818932250594,1329.0,1.0396355390548706,True
456,130,grid,8,rel_ref_a,Relative refractory a,CV squared error,2,3,6.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,130,grid,8,rel_ref_a,Relative refractory a,CV squared error,7,3,6.0,0.3655545115470886,2790.0,0.3655545115470886,-1.6882394220374408e-06,15.435723633435119,460.0,1.096213698387146,True
456,131,grid,9,rel_ref_a,Relative refractory a,CV squared error,1,6,8.0,0.0833723247051239,4660.0,0.0833723247051239,-6.951639708319135e-09,44.595818932250594,1329.0,1.0396355390548706,True
456,131,grid,9,rel_ref_a,Relative refractory a,CV squared error,2,3,8.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,131,grid,9,rel_ref_a,Relative refractory a,CV squared error,7,3,8.0,0.3655545115470886,2790.0,0.3655545115470886,-3.07708809543783e-08,15.435723633435119,460.0,1.096213698387146,True
456,132,grid,10,rel_ref_a,Relative refractory a,CV squared error,1,6,10.0,0.0833723247051239,4660.0,0.0833723247051239,0.0,44.595818932250594,1329.0,1.0396355390548706,True
456,132,grid,10,rel_ref_a,Relative refractory a,CV squared error,2,3,10.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,132,grid,10,rel_ref_a,Relative refractory a,CV squared error,7,3,10.0,0.3655545115470886,2790.0,0.3655545115470886,-8.316453081747e-10,15.435723633435119,460.0,1.096213698387146,True
456,133,grid,11,rel_ref_a,Relative refractory a,CV squared error,1,6,15.0,0.0833723247051239,4660.0,0.0833723247051239,0.0,44.595818932250594,1329.0,1.0396355390548706,True
456,133,grid,11,rel_ref_a,Relative refractory a,CV squared error,2,3,15.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,133,grid,11,rel_ref_a,Relative refractory a,CV squared error,7,3,15.0,0.3655545115470886,2790.0,0.3655545115470886,0.0,15.435723633435119,460.0,1.096213698387146,True
456,134,checkpoint_baseline,-1,rel_ref_a,Relative refractory a,CV squared error,1,6,8.795970916748047,0.0833723247051239,4660.0,0.0833723247051239,-1.7379099270797838e-09,44.595818932250594,1329.0,1.0396355390548706,True
456,134,checkpoint_baseline,-1,rel_ref_a,Relative refractory a,CV squared error,2,3,3.2449843883514404,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,134,checkpoint_baseline,-1,rel_ref_a,Relative refractory a,CV squared error,7,3,8.140619277954102,0.3655545115470886,2790.0,0.3655545115470886,-2.3286069961159228e-08,15.435723633435119,460.0,1.096213698387146,True
456,135,grid,0,rel_ref_b,Relative refractory b,CV squared error,1,6,0.0,0.0833723247051239,4660.0,0.0833723247051239,1.7379099270797838e-09,44.595818932250594,1329.0,1.0396355390548706,True
456,135,grid,0,rel_ref_b,Relative refractory b,CV squared error,2,3,0.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,135,grid,0,rel_ref_b,Relative refractory b,CV squared error,7,3,0.0,0.3655545115470886,2790.0,0.3655545115470886,2.494936701680217e-09,15.435723633435119,460.0,1.096213698387146,True
456,136,grid,1,rel_ref_b,Relative refractory b,CV squared error,1,6,0.25,0.0833723247051239,4660.0,0.0833723247051239,1.7379099270797838e-09,44.595818932250594,1329.0,1.0396355390548706,True
456,136,grid,1,rel_ref_b,Relative refractory b,CV squared error,2,3,0.25,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,136,grid,1,rel_ref_b,Relative refractory b,CV squared error,7,3,0.25,0.3655545115470886,2790.0,0.3655545115470886,4.158225319628173e-09,15.435723633435119,460.0,1.096213698387146,True
456,137,grid,2,rel_ref_b,Relative refractory b,CV squared error,1,6,0.5,0.0833723247051239,4660.0,0.0833723247051239,3.4758198541595675e-09,44.595818932250594,1329.0,1.0396355390548706,True
456,137,grid,2,rel_ref_b,Relative refractory b,CV squared error,2,3,0.5,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,137,grid,2,rel_ref_b,Relative refractory b,CV squared error,7,3,0.5,0.3655545115470886,2790.0,0.3655545115470886,6.6531624653976e-09,15.435723633435119,460.0,1.096213698387146,True
456,138,grid,3,rel_ref_b,Relative refractory b,CV squared error,1,6,1.0,0.0833723247051239,4660.0,0.0833723247051239,1.0427471330842764e-08,44.595818932250594,1329.0,1.0396355390548706,True
456,138,grid,3,rel_ref_b,Relative refractory b,CV squared error,2,3,1.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,138,grid,3,rel_ref_b,Relative refractory b,CV squared error,7,3,1.0,0.3655545115470886,2790.0,0.3655545115470886,1.746455957629678e-08,15.435723633435119,460.0,1.096213698387146,True
456,139,grid,4,rel_ref_b,Relative refractory b,CV squared error,1,6,2.0,0.0833723247051239,4660.0,0.0833723247051239,7.299220072809476e-08,44.595818932250594,1329.0,1.0396355390548706,True
456,139,grid,4,rel_ref_b,Relative refractory b,CV squared error,2,3,2.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,139,grid,4,rel_ref_b,Relative refractory b,CV squared error,7,3,2.0,0.3655545115470886,2790.0,0.3655545115470886,1.2973667651294818e-07,15.435723633435119,460.0,1.096213698387146,True
456,140,grid,5,rel_ref_b,Relative refractory b,CV squared error,1,6,4.0,0.0833723247051239,4660.0,0.0833723247051239,3.981554073106963e-06,44.595818932250594,1329.0,1.0396355390548706,True
456,140,grid,5,rel_ref_b,Relative refractory b,CV squared error,2,3,4.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,140,grid,5,rel_ref_b,Relative refractory b,CV squared error,7,3,4.0,0.3655545115470886,2790.0,0.3655545115470886,7.063169960019877e-06,15.435723633435119,460.0,1.096213698387146,True
456,141,grid,6,rel_ref_b,Relative refractory b,CV squared error,1,6,6.0,0.0833723247051239,4660.0,0.0833723247051239,0.00021577205916401,44.595818932250594,1329.0,1.0396355390548706,True
456,141,grid,6,rel_ref_b,Relative refractory b,CV squared error,2,3,6.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,141,grid,6,rel_ref_b,Relative refractory b,CV squared error,7,3,6.0,0.3655545115470886,2790.0,0.3655545115470886,0.00037535568117164075,15.435723633435119,460.0,1.096213698387146,True
456,142,grid,7,rel_ref_b,Relative refractory b,CV squared error,1,6,8.0,0.0833723247051239,4660.0,0.0833723247051239,0.008193924091756344,44.595818932250594,1329.0,1.0396355390548706,True
456,142,grid,7,rel_ref_b,Relative refractory b,CV squared error,2,3,8.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,142,grid,7,rel_ref_b,Relative refractory b,CV squared error,7,3,8.0,0.3655545115470886,2790.0,0.3655545115470886,0.006840209010988474,15.435723633435119,460.0,1.096213698387146,True
456,143,grid,8,rel_ref_b,Relative refractory b,CV squared error,1,6,10.0,0.0833723247051239,4660.0,0.0833723247051239,0.0044171917252242565,44.595818932250594,1329.0,1.0396355390548706,True
456,143,grid,8,rel_ref_b,Relative refractory b,CV squared error,2,3,10.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,143,grid,8,rel_ref_b,Relative refractory b,CV squared error,7,3,10.0,0.3655545115470886,2790.0,0.3655545115470886,0.0006462110904976726,15.435723633435119,460.0,1.096213698387146,True
456,144,grid,9,rel_ref_b,Relative refractory b,CV squared error,1,6,15.0,0.0833723247051239,4660.0,0.0833723247051239,0.004575617145746946,44.595818932250594,1329.0,1.0396355390548706,True
456,144,grid,9,rel_ref_b,Relative refractory b,CV squared error,2,3,15.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,144,grid,9,rel_ref_b,Relative refractory b,CV squared error,7,3,15.0,0.3655545115470886,2790.0,0.3655545115470886,0.015516453422605991,15.435723633435119,460.0,1.096213698387146,True
456,145,grid,10,rel_ref_b,Relative refractory b,CV squared error,1,6,25.0,0.0833723247051239,4660.0,0.0833723247051239,0.8153932094573975,44.595818932250594,1329.0,1.0396355390548706,True
456,145,grid,10,rel_ref_b,Relative refractory b,CV squared error,2,3,25.0,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,145,grid,10,rel_ref_b,Relative refractory b,CV squared error,7,3,25.0,0.3655545115470886,2790.0,0.3655545115470886,0.4981403946876526,15.435723633435119,460.0,1.096213698387146,True
456,146,checkpoint_baseline,-1,rel_ref_b,Relative refractory b,CV squared error,1,6,0.0,0.0833723247051239,4660.0,0.0833723247051239,1.7379099270797838e-09,44.595818932250594,1329.0,1.0396355390548706,True
456,146,checkpoint_baseline,-1,rel_ref_b,Relative refractory b,CV squared error,2,3,8.554961204528809,0.3583820164203644,1426.0,0.3583820164203644,0.0,17.482634810912383,521.0,0.6016587615013123,True
456,146,checkpoint_baseline,-1,rel_ref_b,Relative refractory b,CV squared error,7,3,1.1436665058135986,0.3655545115470886,2790.0,0.3655545115470886,2.3286069961159228e-08,15.435723633435119,460.0,1.096213698387146,True
456,147,grid,0,rel_ref_c,Relative refractory c,CV squared error,1,6,0.20000000298023224,0.11005595326423645,4435.0,0.11005595326423645,-11686.9443359375,43.891144592463334,1308.0,0.996631383895874,True
456,147,grid,0,rel_ref_c,Relative refractory c,CV squared error,2,3,0.20000000298023224,0.3578607439994812,1431.0,0.3578607439994812,-15716.46484375,17.449078889970135,520.0,0.602094292640686,True
456,147,grid,0,rel_ref_c,Relative refractory c,CV squared error,7,3,0.20000000298023224,0.39837080240249634,2661.0,0.39837080240249634,-8108.4794921875,14.932384819301365,445.0,1.0696585178375244,True
456,148,grid,1,rel_ref_c,Relative refractory c,CV squared error,1,6,0.2800000011920929,0.09882664680480957,4636.0,0.09882664680480957,-10811.068359375,44.12603603905909,1315.0,1.0140111446380615,True
456,148,grid,1,rel_ref_c,Relative refractory c,CV squared error,2,3,0.2800000011920929,0.3585173189640045,1422.0,0.3585173189640045,-15177.3701171875,17.482634810912383,521.0,0.6015457510948181,True
456,148,grid,1,rel_ref_c,Relative refractory c,CV squared error,7,3,0.2800000011920929,0.38027235865592957,2685.0,0.38027235865592957,-7714.71630859375,15.267944028723868,455.0,1.0841624736785889,True
456,149,grid,2,rel_ref_c,Relative refractory c,CV squared error,1,6,0.36000001430511475,0.09302089363336563,4578.0,0.09302089363336563,-10267.2763671875,44.39448340659709,1323.0,1.023384928703308,True
456,149,grid,2,rel_ref_c,Relative refractory c,CV squared error,2,3,0.36000001430511475,0.3585267663002014,1408.0,0.3585267663002014,-14925.3642578125,17.482634810912383,521.0,0.6015378832817078,True
456,149,grid,2,rel_ref_c,Relative refractory c,CV squared error,7,3,0.36000001430511475,0.37121209502220154,2719.0,0.37121209502220154,-7492.318359375,15.335055870608368,457.0,1.091552972793579,True
456,150,grid,3,rel_ref_c,Relative refractory c,CV squared error,1,6,0.4399999976158142,0.08788466453552246,4614.0,0.08788466453552246,-9928.5810546875,44.46159524848159,1325.0,1.0319247245788574,True
456,150,grid,3,rel_ref_c,Relative refractory c,CV squared error,2,3,0.4399999976158142,0.3583841621875763,1412.0,0.3583841621875763,-14758.01171875,17.482634810912383,521.0,0.601656973361969,True
456,150,grid,3,rel_ref_c,Relative refractory c,CV squared error,7,3,0.4399999976158142,0.36568382382392883,2780.0,0.36568382382392883,-7354.07373046875,15.435723633435119,460.0,1.096106767654419,True
456,151,grid,4,rel_ref_c,Relative refractory c,CV squared error,1,6,0.5199999809265137,0.0833723247051239,4660.0,0.0833723247051239,-9497.9912109375,44.595818932250594,1329.0,1.0396355390548706,True
456,151,grid,4,rel_ref_c,Relative refractory c,CV squared error,2,3,0.5199999809265137,0.3583820164203644,1426.0,0.3583820164203644,-14669.3095703125,17.482634810912383,521.0,0.6016587615013123,True
456,151,grid,4,rel_ref_c,Relative refractory c,CV squared error,7,3,0.5199999809265137,0.3655545115470886,2790.0,0.3655545115470886,-7322.05859375,15.435723633435119,460.0,1.096213698387146,True
456,152,grid,5,rel_ref_c,Relative refractory c,CV squared error,1,6,0.6000000238418579,0.0833723247051239,4660.0,0.0833723247051239,-9497.9912109375,44.595818932250594,1329.0,1.0396355390548706,True
456,152,grid,5,rel_ref_c,Relative refractory c,CV squared error,2,3,0.6000000238418579,0.3583820164203644,1426.0,0.3583820164203644,-14669.3095703125,17.482634810912383,521.0,0.6016587615013123,True
