init_id,cell,log_offset,epsilon,center_gain,gain_mean,loss_mean,loss_ci_low,loss_ci_high,loss_sem,delta_loss_mean,delta_loss_ci_low,delta_loss_ci_high,delta_loss_sem,analytic_log_mean,analytic_log_ci_low,analytic_log_ci_high,firing_rate_mean_hz
1,7,-0.05,0.05,0.0054341284558176,0.0051691029220819,16145.75,15954.40280488342,16337.09719511658,80.92076150690342,-399.875,-509.1582141405157,-290.5917858594843,46.21588993130887,40629.871260476066,38856.48283991838,42403.25968103375,86.31421764370323
1,7,-0.02,0.02,0.0054341284558176,0.005326525773853,16414.75,16276.922952338147,16552.577047661853,58.287082004260846,-130.875,-213.56737388830607,-48.182626111693935,34.97061904554409,40629.871260476066,38856.48283991838,42403.25968103375,86.96016912184155
1,7,-0.01,0.01,0.0054341284558176,0.0053800581954419,16491.625,16383.407278027555,16599.842721972444,45.765293111389866,-54.0,-130.648640790976,22.648640790976017,32.41472328609772,40629.871260476066,38856.48283991838,42403.25968103375,87.19925505855508
1,7,-0.005,0.005,0.0054341284558176,0.0054070255719125,16550.625,16429.402429676666,16671.847570323334,51.265045700889466,5.0,-71.70853984495704,81.70853984495704,32.44005460626018,40629.871260476066,38856.48283991838,42403.25968103375,87.34186772255964
1,7,-0.0025,0.0025,0.0054341284558176,0.0054205600172281,16553.375,16433.007116515935,16673.742883484065,50.90359849053615,7.75,-40.61086056614025,56.11086056614025,20.451816195983323,40629.871260476066,38856.48283991838,42403.25968103375,87.38381262373746
1,7,0.0,0.0,0.0054341284558176,0.0054341284558176,16545.625,16436.583715707562,16654.666284292438,46.11357775722275,0.0,0.0,0.0,0.0,40629.871260476066,38856.48283991838,42403.25968103375,87.40897956444414
1,7,0.0025,0.0025,0.0054341284558176,0.0054477308876812,16569.375,16454.21726354406,16684.53273645594,48.70022642217825,23.75,-7.264170976096601,54.7641709760966,13.11589820463264,40629.871260476066,38856.48283991838,42403.25968103375,87.46770242609307
1,7,0.005,0.005,0.0054341284558176,0.0054613673128187,16566.875,16451.306581574903,16682.443418425097,48.873903897098884,21.25,-24.328203646623557,66.82820364662356,19.275030109296473,40629.871260476066,38856.48283991838,42403.25968103375,87.45931344585752
1,7,0.01,0.01,0.0054341284558176,0.005488742608577,16620.0,16499.257705010932,16740.742294989068,51.06193717997221,74.375,17.16153264442778,131.58846735557222,24.195585119722033,40629.871260476066,38856.48283991838,42403.25968103375,87.60612059997986
1,7,0.02,0.02,0.0054341284558176,0.0055439048446714,16714.375,16626.89196298454,16801.85803701546,36.99659130051231,168.75,95.62018219983733,241.87981780016267,30.926612442083872,40629.871260476066,38856.48283991838,42403.25968103375,87.88715143787121
